iter	Logloss
162	0.07296321417
163	0.07294623458
164	0.07293489971
165	0.07292569159
166	0.07291286753
167	0.07289547033
168	0.07287909109
169	0.07287157091
170	0.07286231685
171	0.07285948467
172	0.07285276418
173	0.07281126274
174	0.07279454838
175	0.07276194159
176	0.07275411972
177	0.07275011045
178	0.07273630713
179	0.0727323841
180	0.07272002878
181	0.07271465175
182	0.07271151576
183	0.07269587606
184	0.07268917525
185	0.07267144227
186	0.07265842307
187	0.07264821822
188	0.07263531353
189	0.07261845688
190	0.07260599409
191	0.07259857416
192	0.07258795845
193	0.07255676728
194	0.07254726685
195	0.07253815139
196	0.07253116082
197	0.07249222672
198	0.0724682363
199	0.07246295322
200	0.07245199289
201	0.07243323274
202	0.07243039554
203	0.07241695785
204	0.072402339
205	0.07239643161
206	0.07238524667
207	0.07237855159
208	0.07235019804
209	0.07234417147
210	0.07230158361
211	0.07229501725
212	0.07228366111
213	0.07227097665
214	0.0722596371
215	0.07222335395
216	0.07221518822
217	0.07219663801
218	0.07219136853
219	0.07217015433
220	0.07216105424
221	0.07214780714
222	0.07214315491
223	0.07213069619
224	0.07212085297
225	0.07211468239
226	0.07210978074
227	0.07210795002
228	0.07210085265
229	0.07209339118
230	0.07208648585
231	0.07208543792
232	0.07207355423
233	0.07206386817
234	0.07205906327
235	0.07200565078
236	0.07200127698
237	0.07198848502
238	0.07198460964
239	0.07198300283
240	0.07197126615
241	0.07196800673
242	0.07196354029
243	0.07195751819
244	0.07195178806
245	0.07194566138
246	0.07194118569
247	0.07192282691
248	0.07189151032
249	0.07188769771
250	0.07188256851
251	0.07187837246
252	0.07187473562
253	0.07186965754
254	0.071867421
255	0.07186639789
256	0.07186205835
257	0.07184706043
258	0.07184675619
259	0.07182060514
260	0.07180484854
261	0.07179939206
262	0.0717837832
263	0.07176740178
264	0.07176498179
265	0.07175928246
266	0.07175205669
267	0.07174578399
268	0.07173917963
269	0.07172812266
270	0.07172120778
271	0.0717185936
272	0.07170789829
273	0.07170356353
274	0.0717029366
275	0.07170047042
276	0.07169223664
277	0.07169021323
278	0.07168584179
279	0.07166921167
280	0.07166442179
281	0.07166129432
282	0.07165771723
283	0.07165639514
284	0.07164289039
285	0.07163802823
286	0.07163788632
287	0.07162293387
288	0.07161003901
289	0.07160537952
290	0.07156992332
291	0.07154813766
292	0.07154473337
293	0.07154375799
294	0.0715398015
295	0.07153609623
296	0.0715322201
297	0.07152776842
298	0.0715216781
299	0.0715206019
300	0.07150019575
301	0.07147928307
302	0.07144615963
303	0.07143239668
304	0.07142942996
305	0.07141749445
306	0.07141441792
307	0.07141341174
308	0.07141052784
309	0.07136242067
310	0.07136153511
311	0.07134250648
312	0.07134145997
313	0.07134028618
314	0.07132506418
315	0.07132157272
316	0.07131873851
317	0.0713087246
318	0.07130544185
319	0.07130281332
320	0.07130032308
321	0.07128714622
322	0.07124154259
323	0.07123721331
324	0.07123625922
325	0.07122731385
326	0.07122289845
327	0.07121867222
328	0.07121557566
329	0.07120957168
330	0.07120540543
331	0.07118961007
332	0.07118607618
333	0.07116221869
334	0.07115334211
335	0.07113886678
336	0.07113477889
337	0.07112999175
338	0.07112601722
339	0.07111962684
340	0.07110561555
341	0.0710977229
342	0.0710849314
343	0.07107808231
344	0.07107614741
345	0.07105965262
346	0.07105210684
347	0.07104989455
348	0.07103828495
349	0.07102448261
350	0.07101797126
351	0.07100509839
352	0.07100151885
353	0.07099749949
354	0.07099387891
355	0.07097767047
356	0.0709733368
357	0.07097017078
358	0.07097006698
359	0.07096760914
360	0.07096095481
361	0.07095038205
362	0.07094941108
363	0.07094716755
364	0.07093682963
365	0.0709285147
366	0.07092594017
367	0.07090660809
368	0.07089632565
369	0.07089197795
370	0.07088025401
371	0.07087528585
372	0.07087456953
373	0.07087251074
374	0.07086846217
375	0.07086502317
376	0.07085497895
377	0.07085038168
378	0.07084933567
379	0.07084679638
380	0.07084140201
381	0.07083359875
382	0.07083088148
383	0.07082830307
384	0.07082305758
385	0.07080054622
386	0.07078986246
387	0.07078348881
388	0.07077231542
389	0.07077181568
390	0.07076883937
391	0.07075855294
392	0.07075375485
393	0.07075075098
394	0.07074999884
395	0.0707490512
396	0.07073918489
397	0.07073375663
398	0.07073128996
399	0.07072572591
400	0.07068647744
401	0.07068498184
402	0.07068181553
403	0.07065905148
404	0.07065714593
405	0.07065159135
406	0.07064137104
407	0.07062810762
408	0.0706268947
409	0.07062426147
410	0.07062232938
411	0.07060204424
412	0.07059699611
413	0.07058374235
414	0.07058188504
415	0.07057667211
416	0.07057280145
417	0.0705639524
418	0.07056335303
419	0.07054477227
420	0.07054058652
421	0.07053179968
422	0.07053006977
423	0.07052372385
424	0.07052162021
425	0.0705191549
426	0.07051860171
427	0.07051408831
428	0.07049721432
429	0.07049553212
430	0.07046524763
431	0.07045651656
432	0.07045622777
433	0.07045381179
434	0.07042564814
435	0.07041771079
436	0.07041332944
437	0.07041252439
438	0.07041086453
439	0.07041072088
440	0.0703845872
441	0.07037573707
442	0.07037387439
443	0.07036311873
444	0.07035944817
445	0.07035291028
446	0.07034453331
447	0.0703203274
448	0.07031740043
449	0.07031023276
450	0.07030737287
451	0.07030646871
452	0.07030255683
453	0.07029842299
454	0.07029714228
455	0.07027575032
456	0.07027011044
457	0.07026749975
458	0.07026641529
459	0.07025925699
460	0.07024318224
461	0.07023772713
462	0.07021797523
463	0.07021622897
464	0.07021567459
465	0.07019595726
466	0.07019186514
467	0.070188219
468	0.07018270259
469	0.07017920614
470	0.07016238504
471	0.07016231239
472	0.07015514309
473	0.07015293444
474	0.07014750577
475	0.07013908965
476	0.07013609481
477	0.07013001155
478	0.07012366724
479	0.0701203033
480	0.07011701498
481	0.07011183918
482	0.07011139873
483	0.070108427
484	0.0700930257
485	0.07008733892
486	0.07008112814
487	0.07007722392
488	0.07007272685
489	0.07005801655
490	0.0700541025
491	0.07005071969
492	0.07004848041
493	0.0700457028
494	0.07004128382
495	0.07003634419
496	0.0700344965
497	0.07002955181
498	0.07002761123
499	0.07001335018
500	0.0700105555
501	0.07000811099
502	0.07000329178
503	0.07000207706
504	0.06999929837
505	0.06999149297
506	0.06998598928
507	0.06997595514
508	0.0699710919
509	0.06997097587
510	0.06996314013
511	0.06995361498
512	0.06994929023
513	0.06994618824
514	0.06994039104
515	0.06993564785
516	0.06992936553
517	0.06992627728
518	0.06992114044
519	0.06991142276
520	0.06990907731
521	0.06990628235
522	0.06990219668
523	0.06988973818
524	0.06988851604
525	0.06986427498
526	0.069854929
527	0.06984887032
528	0.06983182373
529	0.0698293651
530	0.06982864773
531	0.06982585174
532	0.0698240624
533	0.06982151234
534	0.0698105346
535	0.06980829853
536	0.06980343316
537	0.06979967184
538	0.06979306735
539	0.06979017378
540	0.0697881879
541	0.06978567765
542	0.06978275815
543	0.06978011572
544	0.06977716225
545	0.06976679064
546	0.06976665446
547	0.06976076422
548	0.0697595374
549	0.06975840585
550	0.06974708637
551	0.06974395084
552	0.06973599803
553	0.06973233288
554	0.06972860222
555	0.06972752404
556	0.06972414289
557	0.06972062884
558	0.06971394865
559	0.06971180758
560	0.06971010906
561	0.06970909273
562	0.06970515415
563	0.06970022814
564	0.0696938798
565	0.06968841949
566	0.06968601866
567	0.06967775792
568	0.06967439187
569	0.06967184407
570	0.06966877244
571	0.06966472777
572	0.06965519407
573	0.06965286637
574	0.06964920284
575	0.06964590531
576	0.06964215986
